PARAMETER_CODE,SITE_LONG,STATE_NAME,COUNTY_NAME,DV_YEAR,DESIGN_VALUE,DV_valid,NAA
PM 10,16-001-0009,Idaho,Ada,2020,0,Y,"Ada County; Boise, ID"
PM 10,16-001-0009,Idaho,Ada,2021,0,Y,"Ada County; Boise, ID"
PM 10,16-001-0009,Idaho,Ada,2022,0,Y,"Ada County; Boise, ID"
PM 10,08-001-3001,Colorado,Adams,2015,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-001-3001,Colorado,Adams,2016,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-001-3001,Colorado,Adams,2017,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-001-3001,Colorado,Adams,2018,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-001-3001,Colorado,Adams,2019,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-001-3001,Colorado,Adams,2020,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-001-3001,Colorado,Adams,2021,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-001-3001,Colorado,Adams,2022,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,56-001-0800,Wyoming,Albany,2015,0,Y,-
PM 10,56-001-0801,Wyoming,Albany,2015,0,Y,-
PM 10,56-001-0006,Wyoming,Albany,2015,0,Y,-
PM 10,56-001-0800,Wyoming,Albany,2016,0,Y,-
PM 10,56-001-0801,Wyoming,Albany,2016,0,Y,-
PM 10,56-001-0006,Wyoming,Albany,2016,0,Y,-
PM 10,56-001-0800,Wyoming,Albany,2017,0,Y,-
PM 10,56-001-0801,Wyoming,Albany,2017,0,Y,-
PM 10,56-001-0006,Wyoming,Albany,2017,0,Y,-
PM 10,56-001-0800,Wyoming,Albany,2018,0,Y,-
PM 10,56-001-0801,Wyoming,Albany,2018,0,Y,-
PM 10,56-001-0006,Wyoming,Albany,2018,0,Y,-
PM 10,56-001-0008,Wyoming,Albany,2018,0,Y,-
PM 10,56-001-0009,Wyoming,Albany,2018,0,Y,-
PM 10,56-001-0800,Wyoming,Albany,2019,0,Y,-
PM 10,56-001-0801,Wyoming,Albany,2019,0,Y,-
PM 10,56-001-0006,Wyoming,Albany,2019,0,Y,-
PM 10,56-001-0008,Wyoming,Albany,2019,0,Y,-
PM 10,56-001-0009,Wyoming,Albany,2019,0,Y,-
PM 10,56-001-0801,Wyoming,Albany,2020,0,Y,-
PM 10,56-001-0006,Wyoming,Albany,2020,0,Y,-
PM 10,56-001-0008,Wyoming,Albany,2020,0,Y,-
PM 10,56-001-0009,Wyoming,Albany,2020,0,Y,-
PM 10,56-001-0801,Wyoming,Albany,2021,0,Y,-
PM 10,56-001-0008,Wyoming,Albany,2021,0,Y,-
PM 10,56-001-0009,Wyoming,Albany,2021,0,Y,-
PM 10,56-001-0801,Wyoming,Albany,2022,0,Y,-
PM 10,56-001-0008,Wyoming,Albany,2022,0,Y,-
PM 10,56-001-0009,Wyoming,Albany,2022,0,Y,-
PM 10,42-003-0064,Pennsylvania,Allegheny,2015,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0067,Pennsylvania,Allegheny,2015,0,Y,-
PM 10,42-003-0092,Pennsylvania,Allegheny,2015,0,Y,-
PM 10,42-003-1301,Pennsylvania,Allegheny,2015,0,Y,-
PM 10,42-003-3006,Pennsylvania,Allegheny,2015,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-3007,Pennsylvania,Allegheny,2015,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-7004,Pennsylvania,Allegheny,2015,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0003,Pennsylvania,Allegheny,2015,0,Y,-
PM 10,42-003-0031,Pennsylvania,Allegheny,2015,0,Y,-
PM 10,42-003-0064,Pennsylvania,Allegheny,2016,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0067,Pennsylvania,Allegheny,2016,0,Y,-
PM 10,42-003-1301,Pennsylvania,Allegheny,2016,0,Y,-
PM 10,42-003-3006,Pennsylvania,Allegheny,2016,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-3007,Pennsylvania,Allegheny,2016,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-7004,Pennsylvania,Allegheny,2016,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0031,Pennsylvania,Allegheny,2016,0,Y,-
PM 10,42-003-0064,Pennsylvania,Allegheny,2017,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0067,Pennsylvania,Allegheny,2017,0,Y,-
PM 10,42-003-1301,Pennsylvania,Allegheny,2017,0,Y,-
PM 10,42-003-3006,Pennsylvania,Allegheny,2017,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-3007,Pennsylvania,Allegheny,2017,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-7004,Pennsylvania,Allegheny,2017,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0031,Pennsylvania,Allegheny,2017,0,Y,-
PM 10,42-003-0064,Pennsylvania,Allegheny,2018,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0067,Pennsylvania,Allegheny,2018,0,Y,-
PM 10,42-003-1301,Pennsylvania,Allegheny,2018,0,Y,-
PM 10,42-003-3006,Pennsylvania,Allegheny,2018,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-3007,Pennsylvania,Allegheny,2018,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-7004,Pennsylvania,Allegheny,2018,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0031,Pennsylvania,Allegheny,2018,0,Y,-
PM 10,42-003-0064,Pennsylvania,Allegheny,2019,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0067,Pennsylvania,Allegheny,2019,0,Y,-
PM 10,42-003-0092,Pennsylvania,Allegheny,2019,0,Y,-
PM 10,42-003-1301,Pennsylvania,Allegheny,2019,0,Y,-
PM 10,42-003-3006,Pennsylvania,Allegheny,2019,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-3007,Pennsylvania,Allegheny,2019,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-7004,Pennsylvania,Allegheny,2019,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0031,Pennsylvania,Allegheny,2019,0,Y,-
PM 10,42-003-0064,Pennsylvania,Allegheny,2020,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0092,Pennsylvania,Allegheny,2020,0,Y,-
PM 10,42-003-1301,Pennsylvania,Allegheny,2020,0,Y,-
PM 10,42-003-3006,Pennsylvania,Allegheny,2020,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-3007,Pennsylvania,Allegheny,2020,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-7004,Pennsylvania,Allegheny,2020,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0031,Pennsylvania,Allegheny,2020,0,Y,-
PM 10,42-003-0064,Pennsylvania,Allegheny,2021,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-1301,Pennsylvania,Allegheny,2021,0,Y,-
PM 10,42-003-3006,Pennsylvania,Allegheny,2021,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-3007,Pennsylvania,Allegheny,2021,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-0064,Pennsylvania,Allegheny,2022,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,42-003-1301,Pennsylvania,Allegheny,2022,0,Y,-
PM 10,42-003-3006,Pennsylvania,Allegheny,2022,0,Y,"Allegheny County; The area including Liberty, Lincoln, Port Vue, and Glassport Boroughs and the City of Clairton, PA"
PM 10,02-020-0018,Alaska,Anchorage,2015,0,Y,-
PM 10,02-020-0018,Alaska,Anchorage,2016,0,Y,-
PM 10,02-020-1004,Alaska,Anchorage,2016,0,Y,"Anchorage; Eagle River, AK"
PM 10,02-020-0018,Alaska,Anchorage,2017,0,Y,-
PM 10,02-020-1004,Alaska,Anchorage,2017,0,Y,"Anchorage; Eagle River, AK"
PM 10,02-020-0018,Alaska,Anchorage,2018,0,Y,-
PM 10,02-020-0045,Alaska,Anchorage,2018,0,Y,-
PM 10,02-020-1004,Alaska,Anchorage,2018,0,Y,"Anchorage; Eagle River, AK"
PM 10,02-020-0018,Alaska,Anchorage,2019,0,Y,-
PM 10,02-020-0045,Alaska,Anchorage,2019,0,Y,-
PM 10,02-020-0018,Alaska,Anchorage,2020,0,Y,-
PM 10,02-020-0045,Alaska,Anchorage,2020,0,Y,-
PM 10,02-020-0018,Alaska,Anchorage,2021,0,Y,-
PM 10,02-020-0045,Alaska,Anchorage,2021,0,Y,-
PM 10,02-020-0018,Alaska,Anchorage,2022,0,Y,-
PM 10,02-020-0045,Alaska,Anchorage,2022,0,Y,-
PM 10,02-020-1004,Alaska,Anchorage,2022,0,Y,"Anchorage; Eagle River, AK"
PM 10,23-001-0011,Maine,Androscoggin,2019,0,Y,-
PM 10,23-001-0011,Maine,Androscoggin,2020,0,Y,-
PM 10,23-001-0011,Maine,Androscoggin,2021,0,Y,-
PM 10,23-001-0011,Maine,Androscoggin,2022,0,Y,-
PM 10,24-003-1003,Maryland,Anne Arundel,2015,0,Y,-
PM 10,24-003-1003,Maryland,Anne Arundel,2016,0,Y,-
PM 10,24-003-1003,Maryland,Anne Arundel,2017,0,Y,-
PM 10,24-003-1003,Maryland,Anne Arundel,2018,0,Y,-
PM 10,24-003-1003,Maryland,Anne Arundel,2019,0,Y,-
PM 10,24-003-1003,Maryland,Anne Arundel,2020,0,Y,-
PM 10,24-003-1003,Maryland,Anne Arundel,2021,0,Y,-
PM 10,24-003-1003,Maryland,Anne Arundel,2022,0,Y,-
PM 10,27-003-1002,Minnesota,Anoka,2017,0,Y,-
PM 10,27-003-1002,Minnesota,Anoka,2018,0,Y,-
PM 10,27-003-1002,Minnesota,Anoka,2019,0,Y,-
PM 10,27-003-1002,Minnesota,Anoka,2020,0,Y,-
PM 10,27-003-1002,Minnesota,Anoka,2021,0,Y,-
PM 10,27-003-1002,Minnesota,Anoka,2022,0,Y,-
PM 10,08-007-0001,Colorado,Archuleta,2016,0,Y,"Archuleta County; Pagosa Springs, CO"
PM 10,08-007-0001,Colorado,Archuleta,2017,0,Y,"Archuleta County; Pagosa Springs, CO"
PM 10,08-007-0001,Colorado,Archuleta,2018,0,Y,"Archuleta County; Pagosa Springs, CO"
PM 10,08-007-0001,Colorado,Archuleta,2019,0,Y,"Archuleta County; Pagosa Springs, CO"
PM 10,08-007-0001,Colorado,Archuleta,2020,0,Y,"Archuleta County; Pagosa Springs, CO"
PM 10,08-007-0001,Colorado,Archuleta,2021,0,Y,"Archuleta County; Pagosa Springs, CO"
PM 10,23-003-1011,Maine,Aroostook,2017,0,Y,"Aroostock County; City of Presque Isle, ME"
PM 10,24-510-0040,Maryland,Baltimore (City),2019,0,Y,-
PM 10,24-510-0040,Maryland,Baltimore (City),2020,0,Y,-
PM 10,24-510-0040,Maryland,Baltimore (City),2021,0,Y,-
PM 10,16-005-0015,Idaho,Bannock,2015,0,Y,"Power-Bannock Counties; Portneuf Valley Area, ID"
PM 10,16-005-0015,Idaho,Bannock,2016,0,Y,"Power-Bannock Counties; Portneuf Valley Area, ID"
PM 10,16-005-0020,Idaho,Bannock,2016,0,Y,"Power-Bannock Counties; Fort Hall Indian Reservation, ID"
PM 10,16-005-0020,Idaho,Bannock,2017,0,Y,"Power-Bannock Counties; Fort Hall Indian Reservation, ID"
PM 10,16-005-0015,Idaho,Bannock,2021,0,Y,"Power-Bannock Counties; Portneuf Valley Area, ID"
PM 10,16-005-0015,Idaho,Bannock,2022,0,Y,"Power-Bannock Counties; Portneuf Valley Area, ID"
PM 10,42-007-0014,Pennsylvania,Beaver,2017,0,Y,-
PM 10,42-007-0014,Pennsylvania,Beaver,2018,0,Y,-
PM 10,42-007-0014,Pennsylvania,Beaver,2019,0,Y,-
PM 10,42-007-0014,Pennsylvania,Beaver,2020,0,Y,-
PM 10,42-007-0014,Pennsylvania,Beaver,2021,0,Y,-
PM 10,39-013-0006,Ohio,Belmont,2018,0,Y,-
PM 10,39-013-0006,Ohio,Belmont,2019,0,Y,-
CO,39-013-0006,Ohio,Belmont,2021,0,Y,-
PM 10,35-001-0023,New Mexico,Bernalillo,2015,0,Y,-
PM 10,35-001-0026,New Mexico,Bernalillo,2015,0,Y,-
Lead,35-001-0023,New Mexico,Bernalillo,2016,0,Y,-
PM 10,35-001-0023,New Mexico,Bernalillo,2016,0,Y,-
PM 10,35-001-0029,New Mexico,Bernalillo,2016,0,Y,-
Lead,35-001-0023,New Mexico,Bernalillo,2017,0,Y,-
PM 10,35-001-0023,New Mexico,Bernalillo,2017,0,Y,-
PM 10,35-001-0029,New Mexico,Bernalillo,2017,0,Y,-
PM 10,35-001-0023,New Mexico,Bernalillo,2018,0,Y,-
PM 10,35-001-0029,New Mexico,Bernalillo,2018,0,Y,-
PM 10,35-001-0023,New Mexico,Bernalillo,2019,0,Y,-
PM 10,35-001-0026,New Mexico,Bernalillo,2019,0,Y,-
PM 10,35-001-0029,New Mexico,Bernalillo,2019,0,Y,-
PM 10,35-001-0023,New Mexico,Bernalillo,2020,0,Y,-
PM 10,35-001-0026,New Mexico,Bernalillo,2020,0,Y,-
PM 10,35-001-1012,New Mexico,Bernalillo,2021,0,Y,-
PM 10,35-001-1013,New Mexico,Bernalillo,2021,0,Y,-
PM 10,35-001-0023,New Mexico,Bernalillo,2021,0,Y,-
PM 10,35-001-1012,New Mexico,Bernalillo,2022,0,Y,-
PM 10,35-001-0023,New Mexico,Bernalillo,2022,0,Y,-
PM 10,48-029-0053,Texas,Bexar,2015,0,Y,-
PM 10,48-029-0060,Texas,Bexar,2015,0,Y,-
PM 10,48-029-0053,Texas,Bexar,2016,0,Y,-
PM 10,48-029-0060,Texas,Bexar,2016,0,Y,-
PM 10,48-029-0053,Texas,Bexar,2017,0,Y,-
PM 10,48-029-0060,Texas,Bexar,2017,0,Y,-
PM 10,48-029-0053,Texas,Bexar,2018,0,Y,-
PM 10,48-029-0053,Texas,Bexar,2019,0,Y,-
PM 10,48-029-0060,Texas,Bexar,2022,0,Y,-
PM 10,48-029-1087,Texas,Bexar,2022,0,Y,-
PM 10,19-013-0009,Iowa,Black Hawk,2015,0,Y,-
PM 10,19-013-0009,Iowa,Black Hawk,2016,0,Y,-
PM 10,42-013-0801,Pennsylvania,Blair,2015,0,Y,-
PM 10,08-013-0003,Colorado,Boulder,2015,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0012,Colorado,Boulder,2015,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0003,Colorado,Boulder,2016,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0012,Colorado,Boulder,2016,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0003,Colorado,Boulder,2017,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0012,Colorado,Boulder,2017,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0003,Colorado,Boulder,2018,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0012,Colorado,Boulder,2018,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0003,Colorado,Boulder,2019,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0012,Colorado,Boulder,2019,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0003,Colorado,Boulder,2020,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0012,Colorado,Boulder,2020,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0003,Colorado,Boulder,2021,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0012,Colorado,Boulder,2021,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0003,Colorado,Boulder,2022,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,08-013-0012,Colorado,Boulder,2022,0,Y,"Adams, Denver, and Boulder Counties; Denver Metropolitan area, CO"
PM 10,21-019-0002,Kentucky,Boyd,2015,0,Y,-
PM 10,21-019-0002,Kentucky,Boyd,2016,0,Y,-
PM 10,21-019-0002,Kentucky,Boyd,2017,0,Y,-
PM 10,21-019-0002,Kentucky,Boyd,2018,0,Y,-
PM 10,21-019-0002,Kentucky,Boyd,2019,0,Y,-
PM 10,21-019-0002,Kentucky,Boyd,2020,0,Y,-
PM 10,21-019-0002,Kentucky,Boyd,2021,0,Y,-
PM 10,12-009-0007,Florida,Brevard,2015,0,Y,-
PM 10,12-009-0007,Florida,Brevard,2016,0,Y,-
PM 10,12-009-0007,Florida,Brevard,2017,0,Y,-
PM 10,12-009-0007,Florida,Brevard,2018,0,Y,-
PM 10,12-009-0007,Florida,Brevard,2022,0,Y,-
PM 10,36-005-0110,New York,Bronx,2019,0,Y,-
PM 10,54-009-0005,West Virginia,Brooke,2015,0,Y,-
PM 10,54-009-0011,West Virginia,Brooke,2015,0,Y,"Hancock and Brooke Counties (Part); The city of Weirton, WV"
PM 10,54-009-0005,West Virginia,Brooke,2016,0,Y,-
PM 10,54-009-0011,West Virginia,Brooke,2016,0,Y,"Hancock and Brooke Counties (Part); The city of Weirton, WV"
PM 10,54-009-0005,West Virginia,Brooke,2017,0,Y,-
PM 10,54-009-0011,West Virginia,Brooke,2017,0,Y,"Hancock and Brooke Counties (Part); The city of Weirton, WV"
PM 10,54-009-0011,West Virginia,Brooke,2018,0,Y,"Hancock and Brooke Counties (Part); The city of Weirton, WV"
PM 10,54-009-0011,West Virginia,Brooke,2019,0,Y,"Hancock and Brooke Counties (Part); The city of Weirton, WV"
PM 10,54-009-0011,West Virginia,Brooke,2020,0,Y,"Hancock and Brooke Counties (Part); The city of Weirton, WV"
PM 10,54-009-0011,West Virginia,Brooke,2021,0,Y,"Hancock and Brooke Counties (Part); The city of Weirton, WV"
PM 10,54-009-0011,West Virginia,Brooke,2022,0,Y,"Hancock and Brooke Counties (Part); The city of Weirton, WV"
PM 10,46-011-0003,South Dakota,Brookings,2017,0,Y,-
PM 10,46-011-0003,South Dakota,Brookings,2018,0,Y,-
PM 10,12-011-5005,Florida,Broward,2018,0,Y,-
PM 10,12-011-5005,Florida,Broward,2019,0,Y,-
PM 10,12-011-0034,Florida,Broward,2020,0,Y,-
PM 10,12-011-0034,Florida,Broward,2021,0,Y,-
PM 10,12-011-0034,Florida,Broward,2022,0,Y,-
PM 10,46-013-0003,South Dakota,Brown,2015,0,Y,-
PM 10,46-013-0003,South Dakota,Brown,2016,0,Y,-
PM 10,46-013-0003,South Dakota,Brown,2017,0,Y,-
PM 10,46-013-0004,South Dakota,Brown,2022,0,Y,-
PM 10,29-021-0005,Missouri,Buchanan,2015,0,Y,-
PM 10,29-021-0005,Missouri,Buchanan,2016,0,Y,-
PM 10,29-021-0005,Missouri,Buchanan,2017,0,Y,-
PM 10,29-021-0005,Missouri,Buchanan,2018,0,Y,-
PM 10,38-013-0004,North Dakota,Burke,2015,0,Y,-
PM 10,38-013-0004,North Dakota,Burke,2016,0,Y,-
PM 10,38-013-0004,North Dakota,Burke,2017,0,Y,-
PM 10,38-013-0004,North Dakota,Burke,2018,0,Y,-
PM 10,38-013-0004,North Dakota,Burke,2019,0,Y,-
PM 10,38-013-0004,North Dakota,Burke,2020,0,Y,-
PM 10,38-013-0004,North Dakota,Burke,2021,0,Y,-
PM 10,38-013-0004,North Dakota,Burke,2022,0,Y,-
PM 10,38-015-0003,North Dakota,Burleigh,2015,0,Y,-
PM 10,38-015-0003,North Dakota,Burleigh,2020,0,Y,-
PM 10,38-015-0003,North Dakota,Burleigh,2021,0,Y,-
PM 10,38-015-0003,North Dakota,Burleigh,2022,0,Y,-
PM 10,39-017-0003,Ohio,Butler,2015,0,Y,-
PM 10,39-017-0015,Ohio,Butler,2015,0,Y,-
PM 10,39-017-0019,Ohio,Butler,2015,0,Y,-
PM 10,39-017-0020,Ohio,Butler,2015,0,Y,-
PM 10,39-017-0019,Ohio,Butler,2016,0,Y,-
PM 10,39-017-0020,Ohio,Butler,2016,0,Y,-
PM 10,39-017-0020,Ohio,Butler,2017,0,Y,-
PM 10,39-017-0020,Ohio,Butler,2018,0,Y,-
PM 10,39-017-0015,Ohio,Butler,2019,0,Y,-
PM 10,39-017-0020,Ohio,Butler,2019,0,Y,-
PM 10,06-007-0008,California,Butte,2015,0,Y,-
PM 10,06-007-0008,California,Butte,2016,0,Y,-
PM 10,06-007-0008,California,Butte,2017,0,Y,-
PM 10,49-005-0007,Utah,Cache,2019,0,Y,-
PM 10,42-021-0011,Pennsylvania,Cambria,2015,0,Y,-
PM 10,42-021-0011,Pennsylvania,Cambria,2016,0,Y,-
PM 10,42-021-0011,Pennsylvania,Cambria,2017,0,Y,-
Lead,48-061-0006,Texas,Cameron,2017,0,Y,-
PM 10,56-005-0084,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0099,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0303,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0456,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0802,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0808,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0841,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0875,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0884,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0885,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0886,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0892,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0893,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0895,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0897,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0908,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-1003,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-1009,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-1877,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-1879,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-1899,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-1906,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-1915,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-1917,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-2900,Wyoming,Campbell,2015,0,Y,-
PM 10,56-005-0084,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0303,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0456,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0802,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0808,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0841,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0875,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0884,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0885,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0886,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0892,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0893,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0895,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0897,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0898,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0908,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-1003,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-1009,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-1879,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-1899,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-1906,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-2900,Wyoming,Campbell,2016,0,Y,-
PM 10,56-005-0084,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0086,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0303,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0456,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0802,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0808,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0841,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0875,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0884,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0885,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0886,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0892,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0893,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0897,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0898,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-0908,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-1002,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-1003,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-1009,Wyoming,Campbell,2017,0,Y,-
PM 10,56-005-1879,Wyoming,Campbell,2017,0,Y,-
